<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<PRICE>,<TOTAL>,,
09.11.2020,16:34:00,110755,115116,107903,111697,60,"111367,75",6682065,,
09.11.2020,16:35:00,109133,115222,107930,113791,35,111519,3903165,,
09.11.2020,16:36:00,112514,115128,108059,112518,12,"112054,75",1344657,,
09.11.2020,16:37:00,108652,115267,108590,112136,78,"111161,25","8670577,5",,
09.11.2020,16:38:00,111860,115143,107907,113525,80,"112108,75",8968700,,
09.11.2020,16:39:00,114136,115278,108153,109082,8,"111662,25",893298,,
09.11.2020,16:40:00,109204,115184,107932,110692,65,110753,7198945,,
09.11.2020,16:41:00,114242,115230,107956,114451,68,"112969,75",7681943,,
09.11.2020,16:42:00,114103,115287,108038,113966,13,"112848,5","1467030,5",,
09.11.2020,16:43:00,109741,114913,107908,108292,95,"110213,5","10470282,5",,
09.11.2020,16:44:00,108771,115216,108108,115159,38,"111813,5",4248913,,
09.11.2020,16:45:00,110328,115138,107967,109099,82,110633,9071906,,
09.11.2020,16:46:00,111915,115215,107916,110943,52,"111497,25",5797857,,
09.11.2020,16:47:00,108129,115266,108128,108303,17,"109956,5","1869260,5",,
09.11.2020,16:48:00,111375,115208,107971,112505,84,"111764,75",9388239,,
09.11.2020,16:49:00,113891,115181,107986,112689,49,"112436,75","5509400,75",,
09.11.2020,16:50:00,110496,114981,108235,109802,29,"110878,5","3215476,5",,
09.11.2020,16:51:00,114181,115097,107962,111785,25,"112256,25","2806406,25",,
09.11.2020,16:52:00,108200,115252,108014,109219,53,"110171,25","5839076,25",,
09.11.2020,16:53:00,111605,115088,107918,114571,49,"112295,5","5502479,5",,
09.11.2020,16:54:00,110232,115232,107921,114494,36,"111969,75",4030911,,
09.11.2020,16:55:00,110990,115296,108001,111982,39,"111567,25","4351122,75",,
09.11.2020,16:56:00,110771,115240,107906,111298,80,"111303,75",8904300,,
09.11.2020,16:57:00,112659,115176,108226,110305,33,"111591,5","3682519,5",,
09.11.2020,16:59:00,110647,115297,107903,111856,6,"111425,75","668554,5",,
09.11.2020,17:00:00,110947,114967,107937,114691,33,"112135,5","3700471,5",,
09.11.2020,17:01:00,111041,115274,108377,109277,41,"110992,25","4550682,25",,
09.11.2020,17:02:00,108782,115225,108073,109112,7,110298,772086,,
09.11.2020,17:03:00,114781,115201,108015,108776,35,"111693,25","3909263,75",,
09.11.2020,17:05:00,111419,115266,107946,108614,8,"110811,25",886490,,
09.11.2020,17:06:00,114264,115264,108022,108022,34,111393,3787362,,
09.11.2020,17:07:00,107977,115257,107977,108337,91,109887,9999717,,
09.11.2020,17:08:00,109332,115060,108148,111320,73,110965,8100445,,
09.11.2020,17:09:00,109644,114584,107911,108931,57,"110267,5","6285247,5",,
09.11.2020,17:10:00,110036,115241,107909,111720,19,"111226,5","2113303,5",,
09.11.2020,17:11:00,108489,114837,107918,111423,81,"110666,75","8964006,75",,
09.11.2020,17:12:00,112564,115277,107911,113377,46,"112282,25","5164983,5",,
09.11.2020,17:13:00,114272,115077,108093,112459,69,"112475,25","7760792,25",,
09.11.2020,17:14:00,114887,115220,107992,108077,38,111544,4238672,,
09.11.2020,17:15:00,115160,115189,108027,112524,21,112725,2367225,,
09.11.2020,17:16:00,112146,115293,107945,111442,10,"111706,5",1117065,,
09.11.2020,17:17:00,107943,115118,107904,109954,81,"110229,75","8928609,75",,
09.11.2020,17:18:00,109489,115211,108028,115054,81,"111945,5","9067585,5",,
09.11.2020,17:19:00,111942,115257,108083,109518,26,111200,2891200,,
09.11.2020,17:20:00,113881,115021,107915,111936,91,"112188,25","10209130,75",,
09.11.2020,17:21:00,108170,115271,108032,114414,59,"111471,75","6576833,25",,
09.11.2020,17:22:00,111533,115243,107980,112233,71,"111747,25","7934054,75",,
09.11.2020,17:23:00,111101,115217,107910,113152,80,111845,8947600,,
09.11.2020,17:24:00,108566,115246,107927,113573,19,111328,2115232,,
09.11.2020,17:25:00,113951,115063,107928,108683,33,"111406,25","3676406,25",,
09.11.2020,17:26:00,114971,115244,107928,111212,89,"112338,75","9998148,75",,
09.11.2020,17:27:00,113873,115276,107996,112131,29,112319,3257251,,
09.11.2020,17:28:00,107952,115260,107952,112200,9,110841,997569,,
09.11.2020,17:29:00,112559,115203,107927,112278,86,"111991,75","9631290,5",,
09.11.2020,17:30:00,109546,115187,108191,108974,96,"110474,5",10605552,,
09.11.2020,17:31:00,108287,115278,108015,108706,53,"110071,5","5833789,5",,
09.11.2020,17:32:00,111985,115219,107904,113276,23,112096,2578208,,
09.11.2020,17:33:00,108732,115185,107960,109629,41,"110376,5","4525436,5",,
09.11.2020,17:34:00,112601,115051,108216,109224,69,111273,7677837,,
09.11.2020,17:35:00,114584,115276,108393,108844,91,"111774,25","10171456,75",,
09.11.2020,17:36:00,114529,115194,108076,110692,34,"112122,75","3812173,5",,
09.11.2020,17:37:00,114253,115105,108242,113106,58,"112676,5",6535237,,
09.11.2020,17:38:00,112684,115213,107973,110214,98,111521,10929058,,
09.11.2020,17:39:00,109865,115191,107981,114681,61,"111929,5","6827699,5",,
09.11.2020,17:40:00,111559,115267,108064,108445,1,"110833,75","110833,75",,
09.11.2020,17:41:00,111530,115223,108117,109779,37,"111162,25","4113003,25",,
09.11.2020,17:42:00,108286,114924,108126,111687,16,"110755,75",1772092,,
09.11.2020,17:43:00,113683,115172,107960,108354,26,"111292,25","2893598,5",,
09.11.2020,17:44:00,111585,115195,108202,110021,13,"111250,75","1446259,75",,
09.11.2020,17:45:00,111645,115226,107958,113869,76,"112174,5",8525262,,
09.11.2020,17:46:00,109563,115261,107919,113173,72,111479,8026488,,
09.11.2020,17:47:00,112559,115296,107954,111454,21,"111815,75","2348130,75",,
09.11.2020,17:48:00,108741,114970,107917,112028,34,110914,3771076,,
09.11.2020,17:49:00,109354,115191,107999,109281,98,"110456,25","10824712,5",,
09.11.2020,17:50:00,108843,115114,107948,114691,74,111649,8262026,,
09.11.2020,17:51:00,112804,115082,107921,113860,94,"112416,75","10567174,5",,
09.11.2020,17:52:00,112484,114680,107957,110529,38,"111412,5",4233675,,
09.11.2020,17:53:00,110527,115299,108086,110281,93,"111048,25","10327487,25",,
09.11.2020,17:54:00,110557,115146,107949,109625,79,"110819,25","8754720,75",,
09.11.2020,17:55:00,114170,115121,108045,114700,17,113009,1921153,,
09.11.2020,17:56:00,110987,115276,108033,112913,62,"111802,25","6931739,5",,
09.11.2020,17:57:00,115295,115295,108155,112309,47,"112763,5","5299884,5",,
09.11.2020,17:58:00,108188,115123,107951,108099,69,"109840,25","7578977,25",,
09.11.2020,17:59:00,114241,115238,107987,113775,32,"112810,25",3609928,,
09.11.2020,18:00:00,110580,115250,107911,114271,82,112003,9184246,,
09.11.2020,18:01:00,114713,115135,107933,110688,49,"112117,25","5493745,25",,
09.11.2020,18:02:00,108100,115235,108100,110728,82,"110540,75","9064341,5",,
09.11.2020,18:03:00,111416,115168,107921,115125,5,"112407,5","562037,5",,
09.11.2020,18:04:00,114203,115006,107931,111514,72,"112163,5",8075772,,
09.11.2020,18:05:00,110620,115107,108001,110022,75,"110937,5","8320312,5",,
09.11.2020,18:06:00,111505,115291,108057,110715,15,111392,1670880,,
09.11.2020,18:07:00,108626,115256,108015,113006,18,"111225,75","2002063,5",,
09.11.2020,18:08:00,111576,115276,107926,108376,24,"110788,5",2658924,,
09.11.2020,18:09:00,113925,115117,108008,113929,26,"112744,75","2931363,5",,
09.11.2020,18:10:00,110630,115189,107902,108947,94,110667,10402698,,
09.11.2020,18:11:00,114799,115259,107988,115062,62,113277,7023174,,
09.11.2020,18:12:00,111348,115297,107993,115297,23,"112483,75","2587126,25",,
09.11.2020,18:13:00,108884,115141,107900,111762,43,"110921,75","4769635,25",,
09.11.2020,18:14:00,113657,115281,108085,109406,88,"111607,25",9821438,,
09.11.2020,18:15:00,107970,115288,107937,114254,71,"111362,25","7906719,75",,
09.11.2020,18:16:00,112432,115284,107969,113230,94,"112228,75","10549502,5",,
09.11.2020,18:17:00,109288,115269,107999,113184,42,111435,4680270,,
09.11.2020,18:18:00,113220,115046,107902,112384,53,112138,5943314,,
09.11.2020,18:19:00,109939,115297,108319,112314,65,"111467,25","7245371,25",,
09.11.2020,18:20:00,109028,115200,107999,113956,61,"111545,75","6804290,75",,
09.11.2020,18:21:00,112668,114864,107908,111793,13,"111808,25","1453507,25",,
09.11.2020,18:22:00,108732,115190,108007,110647,97,110644,10732468,,
09.11.2020,18:23:00,115130,115139,108267,108419,21,"111738,75","2346513,75",,
09.11.2020,18:24:00,109057,115243,108099,110105,30,110626,3318780,,
09.11.2020,18:25:00,111874,115011,107991,111785,19,"111665,25","2121639,75",,
09.11.2020,18:26:00,114002,115226,107938,111436,6,"112150,5",672903,,
09.11.2020,18:27:00,111718,115164,108131,113750,37,"112190,75","4151057,75",,
09.11.2020,18:28:00,112581,115257,107922,114332,68,112523,7651564,,
09.11.2020,18:29:00,109738,115180,107913,114668,65,"111874,75","7271858,75",,
09.11.2020,18:30:00,112388,115105,107968,112226,7,"111921,75","783452,25",,
09.11.2020,18:31:00,112437,115155,107975,109976,76,"111385,75",8465317,,
09.11.2020,18:32:00,112261,115242,107944,112749,34,112049,3809666,,
09.11.2020,18:33:00,110633,115296,108123,109535,32,"110896,75",3548696,,
09.11.2020,18:34:00,114146,115143,107924,110317,76,"111882,5",8503070,,
09.11.2020,18:35:00,112003,115140,107937,111156,39,111559,4350801,,
09.11.2020,18:36:00,109705,115079,107939,108199,18,"110230,5",1984149,,
09.11.2020,18:37:00,111482,115145,108073,114377,19,"112269,25","2133115,75",,
09.11.2020,18:38:00,112249,115183,108095,109264,2,"111197,75","222395,5",,
09.11.2020,18:39:00,111873,115292,108039,114280,55,112371,6180405,,
09.11.2020,18:40:00,109504,114981,107907,108120,55,110128,6057040,,
09.11.2020,18:41:00,110759,115093,107948,109251,47,"110762,75","5205849,25",,
09.11.2020,18:42:00,113571,115277,108406,108814,58,111517,6467986,,
09.11.2020,18:43:00,115029,115132,108067,113945,69,"113043,25","7799984,25",,
09.11.2020,18:44:00,112743,115155,108152,112679,42,"112182,25","4711654,5",,
09.11.2020,18:45:00,111907,115085,107932,110846,51,"111442,5","5683567,5",,
09.11.2020,18:46:00,109735,115173,107927,108564,39,"110349,75","4303640,25",,
09.11.2020,18:47:00,115002,115297,108122,114654,29,"113268,75","3284793,75",,
09.11.2020,18:48:00,114533,115238,107931,112973,57,"112668,75","6422118,75",,
09.11.2020,18:49:00,109887,115249,107905,115136,83,"112044,25","9299672,75",,
09.11.2020,18:50:00,113890,115234,107928,112086,3,"112284,5","336853,5",,
09.11.2020,18:51:00,113285,115282,107959,109300,39,"111456,5","4346803,5",,
09.11.2020,18:52:00,108800,115290,108135,109684,69,"110477,25","7622930,25",,
09.11.2020,18:53:00,108055,115287,108055,110791,55,110547,6080085,,
09.11.2020,18:54:00,110955,115230,107918,109399,54,"110875,5",5987277,,
09.11.2020,18:55:00,111152,115247,107903,114019,51,"112080,25","5716092,75",,
09.11.2020,18:56:00,111253,115067,107992,108236,46,110637,5089302,,
09.11.2020,18:57:00,109121,115179,107904,110420,93,110656,10291008,,
09.11.2020,18:58:00,111689,115264,108181,110515,96,"111412,25",10695576,,
09.11.2020,18:59:00,112579,115218,107979,109662,98,"111359,5",10913231,,
09.11.2020,19:00:00,110645,115277,108064,113320,8,"111826,5",894612,,
09.11.2020,19:01:00,110896,115197,107930,111682,65,"111426,25","7242706,25",,
09.11.2020,19:02:00,109226,115290,108025,113319,30,111465,3343950,,
09.11.2020,19:03:00,108283,115105,107907,108599,36,"109973,5",3959046,,
09.11.2020,19:04:00,114475,115263,107944,109326,44,111752,4917088,,
09.11.2020,19:05:00,109674,115232,107971,108718,89,"110398,75","9825488,75",,
09.11.2020,19:06:00,111477,115155,107979,114596,35,"112301,75","3930561,25",,
09.11.2020,19:07:00,114612,115288,107960,113241,27,"112775,25","3044931,75",,
09.11.2020,19:08:00,110217,115173,107948,113931,34,"111817,25","3801786,5",,
09.11.2020,19:09:00,109199,115265,107909,109243,76,110404,8390704,,
09.11.2020,19:10:00,111868,115174,107924,111615,90,"111645,25","10048072,5",,
09.11.2020,19:11:00,113272,115165,108190,112429,3,112264,336792,,
09.11.2020,19:12:00,108259,114993,107981,109649,41,"110220,5","4519040,5",,
09.11.2020,19:13:00,113876,115003,108267,113179,19,"112581,25","2139043,75",,
09.11.2020,19:14:00,112538,115289,107936,108144,25,"110976,75","2774418,75",,
09.11.2020,19:15:00,111497,115081,108013,113307,60,"111974,5",6718470,,
09.11.2020,19:16:00,108117,115259,108015,113403,8,"111198,5",889588,,
09.11.2020,19:17:00,108583,114931,107971,110359,54,110461,5964894,,
09.11.2020,19:18:00,109766,115264,107967,114677,64,"111918,5",7162784,,
09.11.2020,19:19:00,112102,115164,108290,109194,12,"111187,5",1334250,,
09.11.2020,19:20:00,113834,115232,107928,108613,79,"111401,75","8800738,25",,
09.11.2020,19:21:00,113237,115267,108091,111850,87,"112111,25","9753678,75",,
09.11.2020,19:22:00,113319,115160,108137,114468,93,112771,10487703,,
09.11.2020,19:23:00,111041,115280,108085,108545,42,"110737,75","4650985,5",,
09.11.2020,19:24:00,114164,115272,107996,113592,66,112756,7441896,,
09.11.2020,19:25:00,109656,115212,107969,111828,40,"111166,25",4446650,,
09.11.2020,19:26:00,108214,115232,107915,112755,35,111029,3886015,,
09.11.2020,19:27:00,109693,115227,107929,113272,80,"111530,25",8922420,,
09.11.2020,19:28:00,108035,115299,108035,108420,8,"109947,25",879578,,
09.11.2020,19:29:00,112376,115251,108020,109274,16,"111230,25",1779684,,
09.11.2020,19:30:00,108523,115109,108118,112801,53,"111137,75","5890300,75",,
09.11.2020,19:31:00,111430,115274,108065,113318,54,"112021,75","6049174,5",,
09.11.2020,19:32:00,108827,115130,107947,113228,74,111283,8234942,,
09.11.2020,19:33:00,113522,115164,108010,108682,57,"111344,5","6346636,5",,
09.11.2020,19:34:00,108011,115247,107959,108884,1,"110025,25","110025,25",,
09.11.2020,19:35:00,108300,115138,107943,112514,92,"110973,75",10209585,,
09.11.2020,19:36:00,109766,115297,107913,112337,96,"111328,25",10687512,,
09.11.2020,19:37:00,113278,114960,107993,111094,12,"111831,25",1341975,,
09.11.2020,19:38:00,111435,115293,107954,109394,90,111019,9991710,,
09.11.2020,19:39:00,115144,115175,108103,108886,41,111827,4584907,,
09.11.2020,19:40:00,113802,115188,108047,113330,43,"112591,75","4841445,25",,
09.11.2020,19:41:00,113775,114917,107963,114433,83,112772,9360076,,
09.11.2020,19:42:00,112109,115117,107920,107920,50,"110766,5",5538325,,
09.11.2020,19:43:00,108443,115159,107957,112079,78,"110909,5",8650941,,
09.11.2020,19:44:00,114661,115150,107916,113476,75,"112800,75","8460056,25",,
09.11.2020,19:45:00,110539,115238,107927,114709,85,"112103,25","9528776,25",,
09.11.2020,19:46:00,109508,115197,107996,112482,88,"111295,75",9794026,,
09.11.2020,19:47:00,113633,115245,108452,113342,46,112668,5182728,,
09.11.2020,19:48:00,112624,115290,108020,111405,45,"111834,75","5032563,75",,
09.11.2020,19:49:00,111422,115149,108042,111593,76,"111551,5",8477914,,
09.11.2020,19:50:00,112291,115021,108040,108830,46,"111045,5",5108093,,
09.11.2020,19:51:00,108492,115133,108061,110511,49,"110549,25","5416913,25",,
09.11.2020,19:52:00,110448,115175,108033,109736,43,110848,4766464,,
09.11.2020,19:53:00,109145,115208,107928,115208,98,"111872,25","10963480,5",,
09.11.2020,19:54:00,108495,114717,107947,108871,53,"110007,5","5830397,5",,
09.11.2020,19:55:00,110285,115017,107906,107906,41,"110278,5","4521418,5",,
09.11.2020,19:56:00,114983,115277,107929,109824,60,"112003,25",6720195,,
09.11.2020,19:57:00,114594,115192,107904,113683,95,"112843,25","10720108,75",,
09.11.2020,19:58:00,114923,115161,107972,114494,38,"113137,5",4299225,,
09.11.2020,19:59:00,110454,115255,107918,110751,76,"111094,5",8443182,,
09.11.2020,20:00:00,115203,115208,108309,108316,15,111759,1676385,,
10.11.2020,10:00:00,115121,115264,107900,112100,78,"112596,25","8782507,5",,
10.11.2020,10:01:00,112570,114791,108201,108757,85,"111079,75","9441778,75",,
10.11.2020,10:02:00,110298,115271,107923,111074,2,"111141,5",222283,,
10.11.2020,10:03:00,113364,115252,108030,114041,33,"112671,75","3718167,75",,
10.11.2020,10:04:00,109858,115247,108096,109613,22,"110703,5",2435477,,
10.11.2020,10:05:00,113420,115176,107924,115176,4,112924,451696,,
10.11.2020,10:06:00,115041,115278,107928,112910,27,"112789,25","3045309,75",,
10.11.2020,10:07:00,114939,115293,108149,110020,61,"112100,25","6838115,25",,
10.11.2020,10:08:00,114662,115298,107975,112895,73,"112707,5","8227647,5",,
10.11.2020,10:09:00,110300,114999,108177,112412,93,111472,10366896,,
10.11.2020,10:10:00,110642,115285,108041,109404,36,110843,3990348,,
10.11.2020,10:11:00,109245,115228,107915,110745,38,"110783,25","4209763,5",,
10.11.2020,10:12:00,110975,115278,108074,111871,46,"111549,5",5131277,,
10.11.2020,10:13:00,112276,115106,107905,112259,65,"111886,5","7272622,5",,
10.11.2020,10:14:00,110585,115243,108127,113035,27,"111747,5","3017182,5",,
10.11.2020,10:15:00,110704,115175,107985,113052,3,111729,335187,,
10.11.2020,10:16:00,113171,115187,108107,112817,54,"112320,5",6065307,,
10.11.2020,10:17:00,108515,114950,108254,114950,38,"111667,25","4243355,5",,
10.11.2020,10:18:00,113582,114888,108061,113926,13,"112614,25","1463985,25",,
10.11.2020,10:19:00,110094,114854,108242,110697,98,"110971,75","10875231,5",,
10.11.2020,10:20:00,109836,115284,108116,108292,56,110382,6181392,,
10.11.2020,10:21:00,113636,115089,107985,113808,72,"112629,5",8109324,,
10.11.2020,10:22:00,113517,114679,107997,113626,82,"112454,75","9221289,5",,
10.11.2020,10:23:00,113725,114933,107931,112385,8,"112243,5",897948,,
10.11.2020,10:24:00,113916,115243,107921,111145,15,"112056,25","1680843,75",,
10.11.2020,10:25:00,112471,115270,108107,113263,4,"112277,75",449111,,
10.11.2020,10:26:00,110783,115269,108057,108057,43,"110541,5","4753284,5",,
10.11.2020,10:27:00,108378,115168,108163,111340,35,"110762,25","3876678,75",,
10.11.2020,10:28:00,107965,115042,107965,110479,6,"110362,75","662176,5",,
10.11.2020,10:29:00,114576,115277,107951,110625,7,"112107,25","784750,75",,
10.11.2020,10:30:00,110870,115288,107902,113312,95,111843,10625085,,
10.11.2020,10:31:00,111844,115128,108455,114866,4,"112573,25",450293,,
10.11.2020,10:32:00,113935,115231,108132,109618,69,111729,7709301,,
10.11.2020,10:33:00,113026,115096,108547,114872,41,"112885,25","4628295,25",,
10.11.2020,10:34:00,114810,115180,108059,112329,72,"112594,5",8106804,,
10.11.2020,10:35:00,115086,115151,107941,114306,7,113121,791847,,
10.11.2020,10:36:00,110932,114964,108035,112429,27,111590,3012930,,
10.11.2020,10:37:00,111441,115215,107914,112415,44,"111746,25",4916835,,
10.11.2020,10:38:00,113199,114925,107926,113483,36,"112383,25",4045797,,
10.11.2020,10:39:00,110712,115175,107978,109928,79,"110948,25","8764911,75",,
10.11.2020,10:40:00,108077,115264,107946,110280,75,"110391,75","8279381,25",,
10.11.2020,10:41:00,114225,115228,107975,113904,67,112833,7559811,,
10.11.2020,10:42:00,114858,115078,107934,108855,11,"111681,25","1228493,75",,
10.11.2020,10:43:00,109432,115244,108016,115142,47,"111958,5","5262049,5",,
10.11.2020,10:44:00,113009,115263,108188,112216,5,112169,560845,,
10.11.2020,10:45:00,115145,115199,107988,111960,39,112573,4390347,,
10.11.2020,10:46:00,108973,115205,108399,112980,29,"111389,25","3230288,25",,
10.11.2020,10:47:00,111631,115036,107958,111640,89,"111566,25","9929396,25",,
10.11.2020,10:48:00,112527,115283,108090,113036,50,112234,5611700,,
10.11.2020,10:49:00,111872,115261,107933,114825,71,"112472,75","7985565,25",,
10.11.2020,10:50:00,111504,115282,108137,112302,86,"111806,25","9615337,5",,
10.11.2020,10:51:00,114787,115261,108332,111257,28,"112409,25",3147459,,
10.11.2020,10:52:00,112270,115064,107958,114501,75,"112448,25","8433618,75",,
10.11.2020,10:53:00,108979,115233,107994,110551,86,"110689,25","9519275,5",,
10.11.2020,10:54:00,113761,115046,108016,110826,16,"111912,25",1790596,,
10.11.2020,10:55:00,108469,115256,108046,108268,97,"110009,75","10670945,75",,
10.11.2020,10:56:00,113439,115236,108058,112497,6,"112307,5",673845,,
10.11.2020,10:57:00,108127,115147,107956,110438,9,110417,993753,,
10.11.2020,10:58:00,114289,115112,107959,109301,45,"111665,25","5024936,25",,
10.11.2020,10:59:00,113438,115136,108029,114042,8,"112661,25",901290,,
10.11.2020,11:00:00,114447,115110,107928,110614,51,"112024,75","5713262,25",,
10.11.2020,11:02:00,112462,115270,108056,112428,6,112054,672324,,
10.11.2020,11:03:00,109258,115111,107988,112883,88,111310,9795280,,
10.11.2020,11:04:00,110494,115288,108274,110669,31,"111181,25","3446618,75",,
10.11.2020,11:05:00,112788,115277,107965,114256,47,"112571,5","5290860,5",,
10.11.2020,11:06:00,108601,115256,107978,114514,38,"111587,25","4240315,5",,
10.11.2020,11:07:00,114761,115218,107939,110854,36,112193,4038948,,
10.11.2020,11:08:00,109319,115227,108079,113852,10,"111619,25","1116192,5",,
10.11.2020,11:09:00,108401,115145,107962,113165,36,"111168,25",4002057,,
10.11.2020,11:10:00,112789,114798,107954,111648,95,"111797,25","10620738,75",,
10.11.2020,11:11:00,113322,115223,108008,108358,81,"111227,75","9009447,75",,
10.11.2020,11:12:00,111199,115296,107949,108281,67,"110681,25","7415643,75",,
10.11.2020,11:13:00,110480,115155,108120,114713,51,112117,5717967,,
10.11.2020,11:14:00,110034,115124,108032,110582,68,110943,7544124,,
10.11.2020,11:15:00,114875,115274,107953,112603,35,"112676,25","3943668,75",,
10.11.2020,11:16:00,110326,115237,107945,108534,97,"110510,5","10719518,5",,
10.11.2020,11:17:00,110606,115295,108173,109408,97,"110870,5","10754438,5",,
10.11.2020,11:18:00,114756,115265,107985,114573,90,"113144,75","10183027,5",,
10.11.2020,11:19:00,113137,115177,107952,114290,43,112639,4843477,,
10.11.2020,11:20:00,112772,115158,108037,110367,31,"111583,5","3459088,5",,
10.11.2020,11:21:00,109299,114863,107903,111248,29,"110828,25","3214019,25",,
10.11.2020,11:22:00,114588,114717,108002,110302,47,"111902,25","5259405,75",,
10.11.2020,11:23:00,108283,115296,107901,109249,17,"110182,25","1873098,25",,
10.11.2020,11:24:00,110107,114798,108044,108062,38,"110252,75","4189604,5",,
10.11.2020,11:25:00,111347,115296,108011,115296,48,"112487,5",5399400,,
10.11.2020,11:26:00,111487,115174,108106,111371,65,"111534,5","7249742,5",,
10.11.2020,11:27:00,113030,115252,108026,113063,29,"112342,75","3257939,75",,
10.11.2020,11:28:00,113739,115262,108184,108688,81,"111468,25","9028928,25",,
10.11.2020,11:29:00,111797,115273,108234,110786,75,"111522,5","8364187,5",,
10.11.2020,11:30:00,111591,115268,107925,110101,3,"111221,25","333663,75",,
10.11.2020,11:31:00,109680,115037,107905,110688,77,"110827,5","8533717,5",,
10.11.2020,11:32:00,109942,115280,107970,109371,61,"110640,75","6749085,75",,
10.11.2020,11:33:00,111449,115291,107942,111101,11,"111445,75","1225903,25",,
10.11.2020,11:34:00,112857,115253,107941,113882,61,"112483,25","6861478,25",,
10.11.2020,11:35:00,110114,115175,107960,111912,69,"111290,25","7679027,25",,
10.11.2020,11:36:00,108436,115208,107995,110968,63,"110651,75","6971060,25",,
10.11.2020,11:37:00,114602,115236,108252,111827,54,"112479,25","6073879,5",,
10.11.2020,11:38:00,110095,115008,108056,112116,87,"111318,75","9684731,25",,
10.11.2020,11:39:00,108391,115143,107932,109908,35,"110343,5","3862022,5",,
10.11.2020,11:40:00,114003,115275,108253,112434,60,"112491,25",6749475,,
10.11.2020,11:41:00,109237,115280,108048,108048,42,"110153,25","4626436,5",,
10.11.2020,11:42:00,111620,115180,108320,112591,39,"111927,75","4365182,25",,
10.11.2020,11:43:00,109635,115129,108017,108582,19,"110340,75","2096474,25",,
10.11.2020,11:44:00,112732,115275,107956,109069,11,111258,1223838,,
10.11.2020,11:45:00,114337,115268,108025,108973,7,"111650,75","781555,25",,
10.11.2020,11:46:00,108496,115284,107960,115284,32,111756,3576192,,
10.11.2020,11:47:00,110905,115188,108033,109048,18,"110793,5",1994283,,
10.11.2020,11:48:00,109034,114967,108035,112267,14,"111075,75","1555060,5",,
10.11.2020,11:49:00,108794,115214,107975,108706,89,"110172,25","9805330,25",,
10.11.2020,11:50:00,107931,115069,107931,108807,95,"109934,5","10443777,5",,
10.11.2020,11:51:00,110042,115003,107962,112394,20,"111350,25",2227005,,
10.11.2020,11:52:00,111998,115288,108030,110435,7,"111437,75","780064,25",,
10.11.2020,11:53:00,112779,115180,107925,108072,16,110989,1775824,,
10.11.2020,11:54:00,111354,115272,108021,111856,79,"111625,75","8818434,25",,
10.11.2020,11:55:00,108980,115095,107940,108953,89,110242,9811538,,
10.11.2020,11:56:00,109842,115117,107944,115064,17,"111991,75","1903859,75",,
10.11.2020,11:57:00,111940,115034,107976,113830,13,112195,1458535,,
10.11.2020,11:58:00,113129,114734,107910,109088,36,"111215,25",4003749,,
10.11.2020,11:59:00,110525,115057,108230,108394,17,"110551,5","1879375,5",,
10.11.2020,12:00:00,113953,115208,108034,114909,34,113026,3842884,,
10.11.2020,12:01:00,109974,115235,108123,111142,41,"111118,5","4555858,5",,
10.11.2020,12:02:00,112146,115137,108174,108753,58,"111052,5",6441045,,
10.11.2020,12:03:00,108158,115287,107915,112307,24,"110916,75",2662002,,
10.11.2020,12:04:00,111935,115111,107903,114508,48,"112364,25",5393484,,
10.11.2020,12:05:00,108298,115289,108150,111526,39,"110815,75","4321814,25",,
10.11.2020,12:06:00,108403,115218,107956,113576,7,"111288,25","779017,75",,
10.11.2020,12:07:00,111702,115181,107940,112342,68,"111791,25",7601805,,
10.11.2020,12:08:00,109128,115155,107978,108355,60,110154,6609240,,
10.11.2020,12:09:00,108271,115291,108271,110422,34,"110563,75","3759167,5",,
10.11.2020,12:10:00,111746,115098,108184,115083,77,"112527,75","8664636,75",,
10.11.2020,12:11:00,110088,115245,108170,110788,51,"111072,75","5664710,25",,
10.11.2020,12:12:00,110947,115285,108067,110987,38,"111321,5",4230217,,
10.11.2020,12:13:00,109421,115278,108437,114392,31,111882,3468342,,
10.11.2020,12:14:00,111606,115203,107970,115203,85,"112495,5","9562117,5",,
10.11.2020,12:15:00,114201,115038,107998,112020,23,"112314,25","2583227,75",,
10.11.2020,12:16:00,108748,114903,108136,108136,33,"109980,75","3629364,75",,
10.11.2020,12:17:00,108393,115251,108015,111320,5,"110744,75","553723,75",,
10.11.2020,12:18:00,112725,115291,107941,112925,76,"112220,5",8528758,,
10.11.2020,12:19:00,108419,115287,108080,110188,49,"110493,5","5414181,5",,
10.11.2020,12:20:00,109872,115138,107962,111284,61,111064,6774904,,
10.11.2020,12:21:00,114090,115256,107936,112787,39,"112517,25","4388172,75",,
10.11.2020,12:22:00,114337,115220,107930,110299,2,"111946,5",223893,,
10.11.2020,12:23:00,109285,115299,108264,110106,25,"110738,5","2768462,5",,
10.11.2020,12:24:00,114125,115143,107906,108911,65,"111521,25","7248881,25",,
10.11.2020,12:25:00,115039,115130,108235,108877,8,"111820,25",894562,,
10.11.2020,12:26:00,111276,115201,108071,112933,62,"111870,25","6935955,5",,
10.11.2020,12:27:00,111778,115133,107921,112269,60,"111775,25",6706515,,
10.11.2020,12:28:00,114845,115239,108050,110101,72,"112058,75",8068230,,
10.11.2020,12:29:00,108568,115284,108003,114704,61,"111639,75","6810024,75",,
